,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Description
750,0823073335,10.0,"Landscape Graphics: Plan, Section, and Perspective Drawing Landscape Spaces",Grant W. Reid,2002,Watson-Guptill Publications,http://images.amazon.com/images/P/0823073335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823073335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823073335.01.LZZZZZZZ.jpg,
751,082306459X,10.0,Graphis Nudes,Annette Crandall,2001,Watson-Guptill Publications,http://images.amazon.com/images/P/082306459X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082306459X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082306459X.01.LZZZZZZZ.jpg,
752,0823059804,10.0,Zoltan Szabo Paints Landscapes: Advanced Techniques in Watercolor,Zoltan Szabo,1977,Watson-Guptill Pubns,http://images.amazon.com/images/P/0823059804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823059804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823059804.01.LZZZZZZZ.jpg,
753,0823056775,10.0,The Watercolor Painter's Problem Book,Tom Hill,1979,Watson-Guptill Pubns,http://images.amazon.com/images/P/0823056775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823056775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823056775.01.LZZZZZZZ.jpg,"Step-by-step illustrations demonstrate the techniques for dealing with problem areas of watercolor painting such as creating storm clouds, fog, ocean waves, glass in windows, reflections in water, and long shadows. --Amazon."
754,082305666X,10.0,Watercolor Lessons from Eliot O'Hara,Carl Schmalz,1974,Watson-Guptill,http://images.amazon.com/images/P/082305666X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082305666X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082305666X.01.LZZZZZZZ.jpg,
755,082305649X,10.0,Everything You Ever Wanted to Know About Watercolor,Marian E. Appellof,1992,Watson-Guptill Publications,http://images.amazon.com/images/P/082305649X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082305649X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082305649X.01.LZZZZZZZ.jpg,"Presents advice on watercolor from over seventeen successful artists, featuring lessons in materials and preparation, color, basic painting techniques, texture and special effects, collaging, artistic principles, perspective, landscape and figure painting, and flowers, with step-by-step demonstrations, and examples of finished work."
756,0823056198,10.0,Visual Literacy: A Conceptual Approach to Graphic Problem Solving,Judith Wilde,1991,Watson-Guptill Publications,http://images.amazon.com/images/P/0823056198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823056198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823056198.01.LZZZZZZZ.jpg,"Nineteen challenging assignments and over one thousand pieces of solution art executed by the authors' students are presented. Each visual problem shows the actual assignment sheet given to the students and includes an analysis of the problem's underlying intent, addressing principles such as framal reference, negative-positive relationships, cropping techniques, and other important issues."
757,0823050572,10.0,The Tao of Watercolor: A Revolutionary Approach to the Practice of Painting (Zen of Creativity),Jeanne Carbonetti,1998,Watson-Guptill Publications,http://images.amazon.com/images/P/0823050572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823050572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823050572.01.LZZZZZZZ.jpg,
758,0807117994,10.0,The Poems of Lady Mary Wroth,Josephine A. Roberts,1992,Louisiana State University Press,http://images.amazon.com/images/P/0807117994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807117994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807117994.01.LZZZZZZZ.jpg,
759,0807111899,10.0,Nothing but Freedom: Emancipation and Its Legacy (Walter Lynwood Fleming Lectures in Southern History (Paperback)),Eric Foner,1984,Louisiana State University Press,http://images.amazon.com/images/P/0807111899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807111899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807111899.01.LZZZZZZZ.jpg,"Nothing But Freedom probes the aftermath of emancipation in the south, the restructuring of society by which the former slaves gained, beyond their freedom, a new relation to the land they worked on, the men they worked for, and to the government they lived under."
760,0807110779,10.0,The Orphan Brigade: The Kentucky Confederates Who Couldn't Go Home,William C. Davis,1983,Louisiana State University Press,http://images.amazon.com/images/P/0807110779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807110779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807110779.01.LZZZZZZZ.jpg,Vivid narrative tells the story of the courageous First Kentucky Brigade. Copyright © Libri GmbH. All rights reserved.
761,0785815198,10.0,Complete Encyclopedia Of Pistols And Revolvers,A. E. Hartnik,2004,Book Sales,http://images.amazon.com/images/P/0785815198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785815198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785815198.01.LZZZZZZZ.jpg,"This extensive and useful encyclopedia is specially written for sport shooters, weapons collectors, and government officials. Inside readers will find: an extensive glossary of technical terms and types of ammunition, complete with full color illustrations Information on arms manufacturers and makes of pistols from around the world; detailed descriptions of each weapon, often accompanied by its history and development Information on handguns of the nineteenth, twentieth, and twenty first centuries; an extensive index to help readers find specific weapons or subjects; and hundreds of color photographs of pistols and revolvers. Listed in alphabetical order by manufacturer, the principal data for individual guns is given, along with extensive information on the development of each weapon. The book addresses all the technical terminology, such as the locking and safety systems of pistols and revolvers, as well as information on handgun ammunition. Readers will find all the important models listed in this reference book."
762,0786222727,10.0,"Harry Potter and the Sorcerer's Stone (Book 1, Large Print)",J. K. Rowling,1999,Thorndike Press,http://images.amazon.com/images/P/0786222727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786222727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786222727.01.LZZZZZZZ.jpg,
763,0786220392,10.0,East of the Mountains (Thorndike Large Print General Series),David Guterson,2000,Thorndike Press,http://images.amazon.com/images/P/0786220392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786220392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786220392.01.LZZZZZZZ.jpg,"In a novel of personal discovery set against the backdrop of the Columbia Basin of central Washington, retired heart surgeon Ben Givens, suffering from terminal colon cancer, embarks on one final, epic hunting odyssey through the American West"
764,0786210966,10.0,Deal on Ice (Thorndike Large Print Americana Series),Les Standiford,1997,Thorndike Pr,http://images.amazon.com/images/P/0786210966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786210966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786210966.01.LZZZZZZZ.jpg,
765,0786118822,10.0,Old Goriot,Honore De Balzac,2003,Blackstone Audiobooks,http://images.amazon.com/images/P/0786118822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786118822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786118822.01.LZZZZZZZ.jpg,
766,0786015802,10.0,The Manor,Scott Nicholson,2004,Pinnacle Books,http://images.amazon.com/images/P/0786015802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786015802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786015802.01.LZZZZZZZ.jpg,"A parapsychologist with a recurring dream finds herself drawn to an artist's retreat in the remote Appalachian Mountains, where a dangerous spirit is emerging, seeking everlasting life at any cost. Original."
767,0786003820,10.0,Some Like It Hotter,Deb Stover,1997,Pinnacle Books,http://images.amazon.com/images/P/0786003820.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786003820.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786003820.01.LZZZZZZZ.jpg,
768,0786002379,10.0,A Valentine Kiss,Carla Fredd,1996,Pinnacle Books,http://images.amazon.com/images/P/0786002379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786002379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786002379.01.LZZZZZZZ.jpg,"From three beloved Arabesque authors comes this collection of heartwarmingly romantic Valentine's Day novellas. Titles include Matchmaker by Carla Fredd, Cupid's Bow by Brenda Jackson, and Made in Heaven by Felicia Mason."
769,0786000139,10.0,Across Forever,Janice Bennett,1994,Pinnacle Books (Mm),http://images.amazon.com/images/P/0786000139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786000139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786000139.01.LZZZZZZZ.jpg,
770,0786000120,10.0,Final Truth,"Donald Peewee"" Gaskins""",1994,Pinnacle Books,http://images.amazon.com/images/P/0786000120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786000120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786000120.01.LZZZZZZZ.jpg,
771,0785917136,10.0,Ravage,Rene Barjavel,1972,French &amp; European Pubns,http://images.amazon.com/images/P/0785917136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785917136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785917136.01.LZZZZZZZ.jpg,"Récit de science-fiction, post-apocalyptique : après la destruction des villes, de rares survivants, guidés par un jeune artiste, François, originaire de la campagne, tentent de reconstruire une humanité selon un modèle respectueux de la Nature. Les références culturelles abondent, en particulier le motif du Déluge (la destruction des villes par le feu nucléaire, comme punition infligée aux adorateurs de la technologie), ou la figure de Moïse guidant les Hébreux vers la terre promise (François, guidant les survivants). Un récit manichéen, où le personnage féminin, en particulier, reflète une idéologie très conservatrice."
772,0785814922,10.0,Where Eagles Fly: A Shamanic Way to Personal Fulfilment (Craft of Life),Kenneth Meadows,2002,Castle Books,http://images.amazon.com/images/P/0785814922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785814922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785814922.01.LZZZZZZZ.jpg,"In this highly inspirational book, Meadows introduces a science for enlightenment that is designed for modern-day life-one that derives from the principles of shamanism."
773,0785788727,10.0,Little Women,Louisa May Alcott,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785788727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785788727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785788727.01.LZZZZZZZ.jpg,"Uniquely packaged to appeal to the young reader with bright, colorful cover art, this Tor Classic tells of four sisters: Meg the beauty, Jo the rebel, Beth the peacekeeper, and Amy the dilettante. Their stories, their dreams, their romances, and their quarrels keep us turning page after page as they grow together into womanhood."
774,0785814256,10.0,Jack London: Stories of Adventure,Jack London,2001,Castle Books,http://images.amazon.com/images/P/0785814256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785814256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785814256.01.LZZZZZZZ.jpg,
775,078581275X,10.0,William Morris by Himself: Designs and Writings (Artist by Himself),Gillian Naylor,2000,Book Sales,http://images.amazon.com/images/P/078581275X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078581275X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078581275X.01.LZZZZZZZ.jpg,"This series compile text, letters, and works by the artists, the latter of which are presented in hundreds of brilliantly colored reproductions. This unique style allows the reader to intimately follow the artist's life and development as dictated by the man himself, and by those who knew him, professionally and personally."
776,0785812334,10.0,The Encyclopedia of Shells,Kenneth R. Wye,2000,Book Sales,http://images.amazon.com/images/P/0785812334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785812334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785812334.01.LZZZZZZZ.jpg,"A comprehensive study of over 1,000 different types of shells, with their appearance, size and geographical location and distribution."
777,0785811249,10.0,Natural Cat Care: A Complete Guide to Holistic Health Care for Cats,"Celeste, Ph.D. Yarnall",2000,Book Sales,http://images.amazon.com/images/P/0785811249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785811249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785811249.01.LZZZZZZZ.jpg,"A guide to the holistic care of cats, offering natural remedies for medical problems."
778,0785808116,10.0,The Harper Collins Book of Prayers,Robert Van De Weyer,1997,Book Sales,http://images.amazon.com/images/P/0785808116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785808116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785808116.01.LZZZZZZZ.jpg,
779,0785807233,10.0,Two Suns Rising: A Collection of Sacred Writings,J. Star,1996,Book Sales,http://images.amazon.com/images/P/0785807233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785807233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785807233.01.LZZZZZZZ.jpg,"Mystical writings compiled and translated by Jonathan Star - from the Bhagavad Gita, the Tao Te Ching, the Book of Psalms, Buddhist teachings."
780,0785806040,10.0,The Illustrated Encyclopedia of Horse Breeds (Illustrated Encyclopedias (Booksales Inc)),Susan McBane,1997,BookSales Inc,http://images.amazon.com/images/P/0785806040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785806040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785806040.01.LZZZZZZZ.jpg,"An invaluable guide for the horse owner or horse lover, this illustrated directory features color photographs of major breeds for identification, sections on rare breeds, as well as detailed and practical information on the care, training, breeding, and showing of horses. This hardcover reference is a comprehensive visual directory of the officially recognized world horse breeds. It includes coimprehensive coverage of lesser-known breeds, and full-color identification photographs are accompanied by information on key features of the breed. Also, contains the at-a-glance information boxes highlight height range and ancestry."
781,0785805095,10.0,Essential Oils &amp; Essences,Shirley Whitton,1996,Book Sales,http://images.amazon.com/images/P/0785805095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785805095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785805095.01.LZZZZZZZ.jpg,
782,0785802452,10.0,The Ultimate Bagel Cookbook,Sarah Maxwell,1995,Book Sales,http://images.amazon.com/images/P/0785802452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785802452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785802452.01.LZZZZZZZ.jpg,
783,0785801863,10.0,"Scandinavian Cooking: Classic Cooking from Sweden, Norway, Denmark, and Finland",Sonia Maxwell,1995,Book Sales,http://images.amazon.com/images/P/0785801863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785801863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785801863.01.LZZZZZZZ.jpg,
784,0786242329,10.0,Lady Pamela (Five Star Standard Print First Edition Romance Series.),Amy Lake,2003,Five Star (ME),http://images.amazon.com/images/P/0786242329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786242329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786242329.01.LZZZZZZZ.jpg,
785,0786243066,10.0,The Secret Life of Bees,Sue Monk Kidd,2002,Thorndike Press,http://images.amazon.com/images/P/0786243066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786243066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786243066.01.LZZZZZZZ.jpg,
786,0786243228,10.0,The Hit and the Marksman,Brian Garfield,2003,Five Star (ME),http://images.amazon.com/images/P/0786243228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786243228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786243228.01.LZZZZZZZ.jpg,
787,0786251689,10.0,Breach of Trust,Melinda Rucker Haynes,2003,Five Star (ME),http://images.amazon.com/images/P/0786251689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786251689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786251689.01.LZZZZZZZ.jpg,"The Sword Returns! The riveting sequel to the critically acclaimed novel The Eternal Trust.Jonathan Spencer has no memory of being a psychic spy until past life hypnotherapist Rian Farsante helps him remember too much. But Rian knows the one thing Spence doesn't -- his past. She's been hired to bring him back into the fold of psychic spies and assassins, and must accomplish her mission -- even if it breaks her heart."
788,0786706406,10.0,Velvet Whispers,Joan Elizabeth Lloyd,1999,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786706406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786706406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786706406.01.LZZZZZZZ.jpg,"Warm, by nature cheerful, dental receptionist Alice Waterman finds herself desperately in need of money when her mother is taken seriously ill. Reluctantly she signs on with Velvet Whispers, a sophisticated phone-sex business that entertains its wealthy male clientele with naughty talk and steamy erotic tales for a hefty fee, and for the first time confronts desires and a sensuality that, she begins to realize, lies beyond talk."
789,0786705523,10.0,Horror: The 100 Best Books,Stephen Jones,1998,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786705523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786705523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786705523.01.LZZZZZZZ.jpg,Lists in chronological order the best horror novels and discusses the plot and background of each work
790,0786705329,10.0,The Mammoth Book of Arthurian Legends,Michael Ashley,1998,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786705329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786705329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786705329.01.LZZZZZZZ.jpg,"Gathers stories about King Arthur, Merlyn, and the knights of the round table by Howard Pyle, John Steinbeck, Rosemary Sutcliff, Roger Lancelyn Green, Hilaire Belloc, and Jane Yolen"
791,0786704799,10.0,Oscar Wilde : Including My Memories of Oscar Wilde by George Bernard Shaw,Frank Harris,1997,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786704799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786704799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786704799.01.LZZZZZZZ.jpg,
792,0786704055,10.0,Mammoth Book of British Kings &amp; Queens: The Complete Biographical Encyclopedia of the Kings and Queens of Britain,Michael Ashley,1998,Pub Group West,http://images.amazon.com/images/P/0786704055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786704055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786704055.01.LZZZZZZZ.jpg,Covers more than 1000 rulers and two millennia of history
793,0786703709,10.0,Jews Without Money,Michael Gold,1996,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786703709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786703709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786703709.01.LZZZZZZZ.jpg,"A Jew recalls his impoverished childhood, growing up on the East Side of New York among thieves, prostitutes, pimps, and toughs."
794,0786703512,10.0,Fatal Gift,H. Michael Frase,1996,Pub Group West,http://images.amazon.com/images/P/0786703512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786703512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786703512.01.LZZZZZZZ.jpg,
795,0786703016,10.0,The Mammoth Dictionary of Symbols,Nadia Julien,1996,Pub Group West,http://images.amazon.com/images/P/0786703016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786703016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786703016.01.LZZZZZZZ.jpg,
796,0786701803,10.0,The Werewolves of London,Brian Stableford,1994,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786701803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786701803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786701803.01.LZZZZZZZ.jpg,"Finding themselves suddenly possessed of uncanny visionary powers, David Lydard and Gabriel Gill are gradually drawn into a deadly contest between forces of godlike power and must seek help from a renegade werewolf"
797,0786700262,10.0,Earthly Powers,Anthony Burgess,1994,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786700262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786700262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786700262.01.LZZZZZZZ.jpg,"Book jacket/from back: Anthony Burgess has long been regarded as one of the most original and daring writers of our time. In Earthly Powers, Burgess has writtena book rich with astonishing powers and surprising events."
798,0786417404,10.0,Chaucer As Children's Literature: Retellings from the Victorian and Edwardian Eras,Velma Bourgeois Richmond,2004,McFarland &amp; Company,http://images.amazon.com/images/P/0786417404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786417404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786417404.01.LZZZZZZZ.jpg,
799,0786414510,10.0,Flattop Fighting in World War II: The Battles Between American and Japanese Aircraft Carriers,Patrick Degan,2003,McFarland &amp; Company,http://images.amazon.com/images/P/0786414510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786414510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786414510.01.LZZZZZZZ.jpg,"World War II's naval battles between the United States and Japan have been the subject of many books, popular movies, and documentaries, but the very important story of the fighting between United States and Japanese aircraft carriers is often lost in broader discussions of the Pacific naval war. This work concentrates exclusively on the fighting between the American and Japanese aircraft carriers, examining how strategies were planned and carried out on both sides. Presented are the stories of the USS Hornet, which launched the B-25s of James Doolittle's daring raid of Tokyo in 1942; the USS Yorktown, which suffered fierce attacks during the Battle of Midway; the USS Lexington, which refueled and rearmed Hellcats during the Great Marianas Turkey Shoot; the USS Enterprise, the leader of a motley assortment of cruisers and destroyers left to hold a very precarious line in the campaign for Guadalcanal; and the Japanese battleship Yamato, sacrificed for a suicide mission against 900 aircraft bombers."
800,0786410116,10.0,Graves' Disease: A Practical Guide,Elaine A. Moore,2001,McFarland &amp; Company,http://images.amazon.com/images/P/0786410116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786410116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786410116.01.LZZZZZZZ.jpg,
801,0786408480,10.0,Cauldron of Changes: Feminist Spirituality in Fantastic Fiction,Janice C. Crosby,2000,McFarland &amp; Company,http://images.amazon.com/images/P/0786408480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786408480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786408480.01.LZZZZZZZ.jpg,"This book examines the spiritual dimensions found in the literature of the fantastic (science fiction, fantasy, and magical realism) by linking such novels to actual currents within the feminist spirituality movement. Fusing popular culture studies, women's studies, and close textual analysis, the author moves beyond earlier studies that fail to address the genre's use of goddess worship, psychic phenomena, and reverence for the earth. She reveals how such attributes betoken a spiritual awakening with profound implications for contemporary feminism. Special emphasis is given to both the struggle to provide an alternative to men-centered experience and to the need to articulate ways in which feminists can achieve personal and social power. The authors studied represent a variety of American voices, and include both firmly established and newer writers such as Marion Zimmer Bradley, Kim Chernin, Alice Walker, Mercedes Lackey, Patricia Kennealy, Gael Baudino, Octavia Butler, Lynn Abbey, Joan Vinge, Toni Morrison, Gloria Naylor, Ntozake Shange, and Starhawk."
802,0786404019,10.0,Day of the Long Night: A Palestinian Refugee Remembers the Nakba,Jamil I. Toubbeh,1997,McFarland &amp; Company,http://images.amazon.com/images/P/0786404019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786404019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786404019.01.LZZZZZZZ.jpg,"Since the establishment of a Jewish state in Palestine in 1948, Western culture and the Western media have nearly stricken the Palestinian people from its collective consciousness. When they are remembered, they are most often thought of as terrorists; this passive ignorance has allowed most Westerners to forget their terrible plight. The author was one of those Palestinians expelled from Jerusalem, and in this work he describes in vivid detail the nakba (tragedy, or catastrophe) that his people faced. His story is of the dissolution of his homeland and the systematic effacing of his cultural roots and history. He explores the events leading up to the establishment of a Zionist state and looks to the future as a time for change. Providing an upclose look at the Palestinian people, the author reminds us that policy decisions do not affect countries, but truly the people."
803,078625632X,10.0,Seeing Pink (Five Star First Edition Women's Fiction Series),Erin O'Rourke,2003,Five Star (ME),http://images.amazon.com/images/P/078625632X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078625632X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078625632X.01.LZZZZZZZ.jpg,"Five women, angered by continuous acts of abuse and domestic oppression, garb themselves in pink robes and hoods and embark on a campaign of revenge; as their behavior becomes increasingly audacious, they accidentally kill a man, the son of a U.S. senator."
804,0786254424,10.0,Endless Road and Other Stories (Five Star First Edition Mystery),John Lutz,2003,Five Star (ME),http://images.amazon.com/images/P/0786254424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786254424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786254424.01.LZZZZZZZ.jpg,
805,0786253487,10.0,Lucifer's Crown (Five Star Speculative Fiction),Lillian Stewart Carl,2003,Five Star (ME),http://images.amazon.com/images/P/0786253487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786253487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786253487.01.LZZZZZZZ.jpg,"Now immortal, Robin Fitzroy, father of William the Conqueror, serves Lucifer himself. Only Thomas Becket, the great English saint, knows who Robin really is, and he discovers that it's up to him to save the souls of mankind from Robin's clutches."
806,0786253452,10.0,Paying the Piper at the Gates of Dawn and Other Stories (Five Star First Edition Speculative Fiction Series),Rosemary Edghill,2003,Five Star (ME),http://images.amazon.com/images/P/0786253452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786253452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786253452.01.LZZZZZZZ.jpg,"One of the finest practitioners in fantasy fiction working today, Rosemary Edghill has been enthralling audiences around the world with her artful blend of rich mythological and historical lore deftly blended with characters that leap off the page and demand to be heard. Five Star is pleased to present this new collection of her finest short fantasy works, including: The Piper at The Gate -- Mary Frances Baynes longs all her life for Real Magic and finally achieves it ... at a price; The Intersection Of Anastasia Yeoman and Light -- A midlist SF-writer-turned-successful-editor gets a glimpse of the way her life could have gone; The Long Divorce of Steel -- In the Edge, men live by the blade, and only the best become professional duelists. For Nain Cinchon -- a man without either swordskill or magic -- to destroy one of them, it will take everything he has; Prince of Exiles -- The story of Ator, Jannifer, Ancel, and the Grail, set in Ancient Britain and told by the son that Ator tried to kill as an infant. These stories, and many more, show the extraordinary voice and talent of Rosemary Edghill in this exciting new collection of her work. Book jacket."
807,078625341X,10.0,Uncanny Tales (Five Star Speculative Fiction),Robert Sheckley,2003,Five Star (ME),http://images.amazon.com/images/P/078625341X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078625341X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078625341X.01.LZZZZZZZ.jpg,
808,0786253355,10.0,Caught in the Act,Joyce Lamb,2003,Five Star (ME),http://images.amazon.com/images/P/0786253355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786253355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786253355.01.LZZZZZZZ.jpg,"A brand new romantic suspense from the author of Relative Strangers.As editor for the city newspaper, Jessie Rhoades's life becomes complicated when the paper publishes a scandalous story about city police that might not be true. Now a target for death, her life becomes even more difficult when reporter Clay Christopher saves her from a car ""accident."" While trying to unravel the mystery of who's trying to kill Jess and ruin the paper, they must also deal with the undeniable attraction between them."
809,0785800328,10.0,The Complete Calligrapher: A Comprehensive Guide from Basic Techniques to Inspirational Alphabets,Emma Callery,1994,Book Sales,http://images.amazon.com/images/P/0785800328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785800328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785800328.01.LZZZZZZZ.jpg,
810,0785787534,10.0,Brighter Than a Thousand Suns: A Personal History of the Atomic Scientists,Robert Jungk,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785787534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785787534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785787534.01.LZZZZZZZ.jpg,
